index,text,raining,raining_station,relevance_hand
13760,So happy I spent a second New Years with this ray of sunshine ☀️💫 happy first day of 2017… https://t.co/lRZ41tzjec,1.0,0.0,1
13761,So happy it's forecasted to rain all day ... DVD and chill day ✔️✔️✔️,1.0,0.0,1
13762,So happy it's snowing!! Teddy &amp; Myles have never seen snow before!!,1.0,0.0,1
13763,So happy to be home 🏡 The snow looks so much nicer when looking out of the window of our warm home ❄️☃️ #feelinglucky x,1.0,0.0,1
13764,"So happy to be home, 5 hours driving through rain, wind and snow really wasn't how I wanted to spend my Friday!",0.0,0.0,1
13765,So happy to wake up and have no snow 🙌🙌,1.0,0.0,1
13766,"So here I am at Hayle Golf Club and Driving Range. And yes the weather is delightful, the sun is… https://t.co/gjyDaPorGS",0.0,0.0,1
13767,"So here's the dilemma at the moment. I sat on this bus pre rain. Now there is rain. Do I...
A-move B- Shut the window C- Do nothing? https://t.co/FtwyM1wLyH",0.0,0.0,1
13768,"So hope it's sunny tomorrow like it was today at lunch, felt like summer 😍☀️",0.0,0.0,1
13769,So i guess I lucked out coming home yesterday in torrential rain only for it turn to snow &amp; a gorgeous sunrise today #gutted #welldonejon 👏,0.0,0.0,1
13770,"@Sue_Cowley So if Sandy Lane is the orbit of Jupiter, the sun would be a 50cm ball and the earth 0.5mm. That's leaving out Neptune etc.",0.0,0.0,1
13771,So if Scruff came back and Stefan came back when can we expect the post flood resurrection of Freda Fry?  #thearchers,1.0,1.0,1
13772,So if the snow could just leave that'd be great😩,1.0,0.0,1
13773,So if the snow hit Norwich tomorrow at 4.30 it will be the usual #gridlock,0.0,0.0,1
13774,"So if you haven't seen, IT'S SNOWING in #Guildford - follow our #snow live blog for the traffic and travel updates https://t.co/DqwiXNArSx https://t.co/WGGx8kkHeE",1.0,1.0,1
13775,So imagine. Yesterday sun a blaze sky blue... today now.. e a snow.. and the forecast for tomorrow say clear sky.. wa kinda bipolar shit dis,1.0,1.0,1
13776,So impressed by @Camden_YT tonight- what an amazingly talented bunch! Felt every emotion under the sun. https://t.co/jZR1ABXMQa,1.0,1.0,1
13777,"So in other words, Brum highly unlikely to have snow this weekend.
https://t.co/1uWlOEZg6d",0.0,0.0,1
13778,So is that the end of the snow or just the start? #malvern #snow https://t.co/QuqDUp4qUc,1.0,1.0,1
13779,"So is there a storm coming, or snow, or both? 🌧💨❄️",0.0,0.0,1
13780,So is this the great #London #blizzard of 2017? Lol!! @ Soho https://t.co/SpSlfST6Gy,0.0,0.0,1
13781,So it didn't snow in December but it's snowing now 🙄,1.0,0.0,1
13782,So it's a horrid afternoon and they are predicting snow (sleet more like!) but I'm still excited to be visiting the @BunkerTheatreUK later,1.0,1.0,1
13783,So.....it's going to snow later at 11pm UK time tonight. Not too sure if I should be excited about it.,1.0,1.0,1
13784,So it is is definitely snowing out there!! Wellies and hats and spare gloves tomorrow!! #snow playtime,0.0,0.0,1
13785,"So it's kind of nice watching the #snow fall over the Tower of London, from my desk... (Not that you can see it in this pic!) https://t.co/NiWsbTxpgE",1.0,1.0,1
13786,So it's snowing😂🌨,0.0,0.0,1
13787,So it's snowing. This ain't snow. 6 ft or nothing and I am talking about snow he he 😜,0.0,0.0,1
13788,So it's #snowing in #Woking and doing a live stream I knackered my #iPhone haha #soaked #snow #surrey https://t.co/UymRhn7KZq,1.0,1.0,1
13789,So it's supposed to snow on Thursday,0.0,0.0,1
13790,So it is the Toxic Thunder kit we're wearing! Damn,1.0,1.0,1
13791,So it looks like I am going to see #U2 with the Flood team. @andy_flood @martin_fl00d @Flossmanflood how amazing is that.,0.0,0.0,1
13792,"So it turns out that ""thundersnow"" is just rain then. #overhypetheweather",1.0,1.0,1
13793,@katedwyerPR So jealous! I need some sun so bad. Have a great time lovely xx,0.0,0.0,1
13794,So jealous of @P_Wicks01 &amp; @Megan_Mckenna_ on holiday at @SandalsResorts would do anything to be there now ☀️☀️☀️ #sunshine #holidays,0.0,0.0,1
13795,"So jealous of this #Snow falling in the south, not a flake forecasted for South Yorkshire #SnowWatch",0.0,0.0,1
13796,So just walked past some guy eating ice cream. Don't know what's worse the fact he's doing it in the rain or that he's using a lolly stick🙃,0.0,0.0,1
13797,So last week was Cold ❄️Sunny🌞and more intense 😜FIVE RUNS 🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️DONE😜just  6weeks to… https://t.co/3pG25TyJvp,0.0,0.0,1
13798,So lightning does strike twice &amp; Newcastle have found a real bogey team in Blackburn 💔,0.0,0.0,1
13799,"@ibarksandbytes So like I said, we agree it's getting hotter. Have you ever been in a greenhouse on a sunny day?",0.0,0.0,1
13800,"So like last time a bit of rain to see in the week though not particularly wet, seem to need a few hours around to make use of the weather.",1.0,0.0,1
13801,"So little snow fell/settled last night that it's basically decorative, like dusting around a… https://t.co/UkkBrtPUah",1.0,0.0,1
13802,@HowardDonald So long as it doesn't snow the weekend of @thegirlsmusical as we are travelling down from the North East xxx,0.0,0.0,1
13803,So lucky to have such a sunny day!!! #edinburgh  #edinburghphoto  #britannia  #clock #blusky… https://t.co/8IvTJVRoW3,0.0,0.0,1
13804,So many #snowflakes it is practically a blizzard. London doth protest muchly. #ProtestMarch https://t.co/7Bk2pAv5Qi,0.0,0.0,1
13805,So me and @YSailsman are gonna go inno in the sun 😂,0.0,0.0,1
13806,So more glorious sunshine photos from these snow scenes this time round with more hopeful next week as should see some good scenery as well. https://t.co/hb7ANyRn26,1.0,0.0,1
13807,So more sunshine for a little while though seem to be returning to cloudy days out and around so got much to do for sunny photos around also https://t.co/qMbFUDZ7AV,0.0,0.0,1
13808,"So much for 6 inches of snow ehhh? 
Ed &amp; Gemma xx https://t.co/CXuxJ6v6m4",0.0,0.0,1
13809,So much for no snow for Liverpool tonight #doxiesinthesnow https://t.co/R5COquOUlc,0.0,0.0,1
13810,So much for the big snow ... nearly gone now :( #Garw #Wales @ Blaengarw https://t.co/RneAJBsIZj,1.0,0.0,1
13811,So much for the great snow storm.. It's gone already,0.0,0.0,1
13812,"So much for the great snowstorm of 2017, off to work/school we go then ☃🌨❄️",0.0,0.0,1
13813,So much for the #snow. #zippo ☹️#bugger #JoinIn,0.0,0.0,1
13814,"So much for the snow, bloody rained and washed the bugger away 😄😄 #snowfail",1.0,0.0,1
13815,So much for the snow not settling . . . https://t.co/l11HiFxSCD,1.0,0.0,1
13816,So much for this afternoon's #snow 🙄 Really pleased with braved the trip to… https://t.co/uK4G5HhNnC,0.0,0.0,1
13817,So much fun in the snow today... https://t.co/rO2KcE9WVw,0.0,1.0,1
13818,"⛄ So much fun with my favourite boy @patchandmissy yesterday in the snow ⛄#rescuedog ❤ ⛄ #foreverhome ❤ ⛄ #BFF ❤ ⛄
@CorynRDR @FaithRescue https://t.co/pzu9CDTBMj",0.0,0.0,1
13819,So much heavy rain before the heavy snow hits tomorrow 😰,0.0,0.0,1
13820,"So much more fun, brain power, good sense of humour &amp; sun than at carnage-speech inauguration in DC #london #marchofhewomen https://t.co/BA1DYH9ar4",0.0,0.0,1
13821,So much more fun than building snowmen #weather #itssnowing #SnowWatch #winterwarmers #GTR ☃🌨❄️ https://t.co/h2XGcgO573,1.0,1.0,1
13822,@TheresaSnyder19 @marceecorn @Tinker266 @SLMcInnis @AuthorSLloyd1 @JillCCorley @shezahotmess So much snow! How lucky are you!,0.0,0.0,1
13823,So much snow man https://t.co/IfGXsXkHJI,0.0,0.0,1
13824,"So mum comes in waking me up shouting it's "" snowing babe "" , mum as if I haven't seen snow before ffs 😂❄️",1.0,1.0,1
13825,So my dad just send me pictures of the snow in AFRICA what is this about https://t.co/G4kgw4I8j2,0.0,0.0,1
13826,"So my roommate Nick is singing ""Singing in the rain"", in the shower. 

I don't think he knows I'm in the room too.",0.0,1.0,1
13827,So nice I had a second one!! - Drinking a JDW Adnams/Sixpoint Make It Rain @ The Bell Hotel (Wetherspoon) - https://t.co/fiXaQf7j2h,0.0,0.0,1
13828,So nice now having the 5 minute drive to work when the weather is like this 😊🚗🌨☃️⛳️ #snow #notrafficchaos,1.0,1.0,1
13829,So no snow :-(,0.0,0.0,1
13830,So no snow just rain then .... will they ever get it right 😂😂😂😂 #weather #snowmybottom #NoSnow #justrain,1.0,1.0,1
13831,"So, no snow now #tweetwithonevowellandthreeconsonants https://t.co/8OXHFQbqVi",0.0,0.0,1
13832,So no snow settled here. #nosnowday,0.0,0.0,1
13833,So now all around other quiet areas this morning with more to see and hope there is another spot of sunny weather to become useful for photo https://t.co/60FLgkxcZB,0.0,0.0,1
13834,"""So ... now that the sun's up and another day has dawned ... why the hell aren't we out there by… https://t.co/e3qdkpKGL1",0.0,0.0,1
13835,"So now we don't even wait for a snowflake to fall,just the word 'snow' sends us into panic #ridiculous I bet even Mr Mainwaring is calm https://t.co/Cxknj1f7kR",1.0,0.0,1
13836,So olivia options evening is cancelled due to the severe weather?! Excuse me if I'm wrong but aren't we used to a bit of rain by now!,1.0,1.0,1
13837,"So @acdc on the ipod, fog and even lightning displays from @c2c_Rail trains passing #Shadwell",0.0,0.0,1
13838,"So on top of the streets being swarmed with people due to the tube strike, when I left the office was starting to rain.",0.0,1.0,1
13839,So only a 90% chance of snow then? https://t.co/uI9oqLY2i8,0.0,1.0,1
13840,"So over this cold weather now, hit me with some sunshine &amp; 20+ degrees please 🌞",0.0,0.0,1
13841,So peaceful the way the snow muffles all sound 😊,1.0,0.0,1
13842,So place your bets are we getting any snow or not ☃☃☃☃,0.0,0.0,1
13843,@hollycorner @herdyshepherd1 So presumably you have at least an inch of snow?😱,0.0,0.0,1
13844,"❄️😍So pretty! Happy Friday🙌 Love the snow, hate the cold... !🌨 #happyfridaythe13th #friday #snow… https://t.co/v2t4BYxf0f",1.0,0.0,1
13845,So probably not snow then... ❄️☃️Happy Friday #Cambridge! https://t.co/P9nQ93Hd5P,0.0,0.0,1
13846,So proud of Bristol tonight. 1000s out in the cold and rain on College Green. Say it loud. Say… https://t.co/uW2GLuaH5g,1.0,1.0,1
13847,So ready for snow ❄️❄️❄️,0.0,0.0,1
13848,So relieved I made it home from work today after that 3 minutes of snow.,0.0,0.0,1
13849,"So rubbish that it's sun already....BUT,  I have just found @QueenWillRock on @SkyArts, suddenly everything is better!",0.0,0.0,1
13850,"So sad, I feel a little bit of my growing up has passed. Always remember the sunny FA Cup final Watford v Everton I think

RIP Graham Taylor",1.0,1.0,1
13851,So sad it's snowing at home and not here ⛄,0.0,0.0,1
13852,So slippery and dangerous on platform at Barnehurst. Thanks for not bothering to put any grit down. Never expected snow did we @Se_Railway,0.0,0.0,1
13853,#feraldilemma .... So #snow... Love it? Hate it? I know what camp I'm in....now where's that sledge of mine?Amelie #snowwatch #thundersnow,1.0,0.0,1
13854,"So snow does exist in the south!#tunbridgewells @ Hawkenbury, Tunbridge Wells https://t.co/AVfImth1ae",0.0,0.0,1
13855,"So snow today ?
Travel disruption panic buying I mean it could last for all of a couple of days 
We're doomed 😩",1.0,0.0,1
13856,"So so far the  @NFL #ProBowlSkills showed is @JayTrain23 is lightning quick,@OBJ_3 can catch from heights and @God_Son80 is a legend #nfluk",0.0,0.0,1
13857,So some photos around Glossop that can show the snow before all disappears later in the weekend so good for photis photos and things here. https://t.co/nm2zqldgKf,0.0,0.0,1
13858,So start off sunny and clear this time perfect for some sort of photos and a session of looking around these parts for this good weather day,0.0,0.0,1
13859,So #sunny afternoon and needed to get back on skates  #outdoors #skating #rollerderby https://t.co/XnIDylcPh9,0.0,0.0,1
13860,So sunny but oh so cold today. Lovely winter day #winter @ Greenford/ Greater London https://t.co/8bCZs9bE8Q,0.0,0.0,1
13861,"So, sunny says the forecast, with occasional dangerous bouts of hail. Sounds like a lovely day (not)! 😕🤔🙈😴 #Evie &amp; I might just stay in 🛌!",1.0,1.0,1
13862,So tell me baby can you stannnddd the rain 🎶🎶,1.0,1.0,1
13863,"So tempted to go to HTID in the sun ! 140 for flight , 75 quid pp for an apartment based on 4 sharing ! Then your tickets and bar is 160 🙈🎶🍻",0.0,0.0,1
13864,So that was snow eh? Can't say I'm impressed I thought I remembered it better than this when I was a pup #disappointed https://t.co/NT93mlAqMs,1.0,0.0,1
13865,So that was the snow. https://t.co/yuWOdbSWHc,1.0,0.0,1
13866,So the Snow Queen was pretty terrifying. ❄️ Great story tho &amp; brilliant sound design /… https://t.co/3mrFWY6Cwa,0.0,0.0,1
13867,So the apparent blizzard is just shitty rain.... #england,1.0,1.0,1
13868,"So the number 1 trending item on twitter this evening is ""IT'S SNOWING"". Stone me we're good at this in the UK #statethebleedinobvious #snow",1.0,0.0,1
13869,So the rain starts as he swears in! #trump #Inauguration,0.0,0.0,1
13870,So the snow begins 😔😭😭😭😭,0.0,0.0,1
13871,So the snow has arrived. Great.,0.0,0.0,1
13872,"So, #friday13th, the snow has stopped, the sun is out, what can possibly go wrong? #goodfeelfriday",1.0,0.0,1
13873,So the #snow here has been moved 0800-1000. Unsure if that's a good thing...,1.0,0.0,1
13874,So the south is getting our snow ❄️☃️ wait for stories involving apocalyptic travel conditions #winter,1.0,0.0,1
13875,"So,  the #bbc was right and #Alexa sadly mistaken #SNOW  :) :)",1.0,1.0,1
13876,"So, the weatherman promised us all snow ❄️❄️. And what do we get? Freezing cold, wet &amp; soggy rain ☔️☔️. Rubbish!",1.0,1.0,1
13877,"So then will we or won't we get the snow we've been forecast! ⛄
#ItsCertainlyColdEnoughForIt ❄❄",0.0,0.0,1
13878,So there could be snow ❄️ around 6pm tonight 🤔🤔🤔 #really,1.0,1.0,1
13879,So... there's a possibility it may snow today or tomorrow 😍❄️,1.0,1.0,1
13880,"So, there's an 80% chance I'm driving to work in the snow tomorrow. F U C K I N G  F A B 🙄🙄🙄 https://t.co/ROIToFpaWN",0.0,0.0,1
13881,@Telegraph @TelegraphNews So there's no real news to be had or is this a circulation booster. Pathetic. On the same par as the #Sun,0.0,0.0,1
13882,"So there's only been 10 minutes of snow all day and it to be on my walk home! 

#snow #aberdeen… https://t.co/lsCeCyvBty",0.0,0.0,1
13883,So there's snow all over the grounds I have to go to the airport at 4am.,0.0,0.0,1
13884,So there's #snow here in #Stockport,0.0,0.0,1
13885,So there was snow this morning in London. That means you need to pop by for lunch or dinner to warm up with Tang. We're ready to provide! https://t.co/d7QdIjp8dI,1.0,1.0,1
13886,"So... these arrived today!

Just waiting on some #snow (and to get them moulded)

Great looking… https://t.co/xZvGuwSAPV",1.0,1.0,1
13887,@RichardStead @coleenbradshaw So these gems are never caused by you? 😇 pure as the snow! Worth a re-play. We'll be tuned in~amid dentist ;)x,1.0,1.0,1
13888,@johnvanreenen @PhilipJTaylor1 @FT @FinancialTimes So they are forecasting that the forecast will prove wrong? Come on guys...Give it up,0.0,0.0,1
13889,"So, @Autosport_Show time. Will I need to negotiate any snow en route tomorrow I wonder....",0.0,1.0,1
13890,"So today a child came running towards me shouting ""Mr Summers!"" I responded worryingly to hear a reply telling me the sun has come out! 🤗",0.0,0.0,1
13891,So today is the day for thunder snow let's wait and see media hype?,0.0,0.0,1
13892,"So today is the first day of no transport strikes this week, and is apparently going to snow, which London can never cope with either.",0.0,0.0,1
13893,So up on the upper levels of the buildings next to the Bridgewater Canal and a good sunny day view across to Timperley and Sale this morning https://t.co/pp0PPx2gpr,0.0,0.0,1
13894,So was supposed to be doing a clinical audit today but was so sunny! So went to #Dunwich instead! #syncope #Ipswichhosp https://t.co/DR2clV1KCE,0.0,0.0,1
13895,"So watch the sun sink into the sea. There is a perfect peace, but don't wait up for me. @… https://t.co/4TKdioxKgn",0.0,0.0,1
13896,So we're expecting heavy snow tonight https://t.co/3j8ogsMaHm,1.0,1.0,1
13897,So we're super jealous! You guys are out enjoying the snow already. Can't wait to see that drone footage 🌨 https://t.co/T86xF5QQqL,0.0,0.0,1
13898,"So we did get snow. Well, a tiny sprinkling.... 🌨",1.0,0.0,1
13899,So we get some snow can we get the fuck over it now,1.0,0.0,1
13900,So we had fun in the snow for full 2 days and it's gone now. Just a little piece of snowman… https://t.co/1T8vnRTyAk,0.0,0.0,1
13901,So we've finally got a powder snow. Not enough to lie yet.,1.0,0.0,1
13902,"So we haven't even got snow here, but already there is disruption. Blimey. As a kid I had to suffer bleak North East winters. Foot of snow!",0.0,0.0,1
13903,So we still have wet snow? #itssleet @BBCBreakfast,1.0,1.0,1
13904,"So we were all told this morning that snow was coming, airports cancelled flights in anticipation but where are the gritters ..? #BeCareful",1.0,1.0,1
13905,So we'll be waiting for a bit of sun for our run today! 🏃‍♀️🌞 https://t.co/lA91JP8CiM,0.0,0.0,1
13906,"So what do we think, will it be a #snow show or no show in Surrey. #snowjoke #snowday please 😄",0.0,0.0,1
13907,"So where's all the snow? Not the first time I've gone to bed on the promise of 10"" and woken up disappointed 😕",0.0,0.0,1
13908,So where's all this snow then?! ⛄️,1.0,1.0,1
13909,"So where's all this snow then? Dear snowflake, come and have a go if you think you're soft enough",0.0,0.0,1
13910,"So, where is the snow????? 😩😔",0.0,0.0,1
13911,So where is this snow exactly,0.0,0.0,1
13912,So where is this #snow none in Salford. #thundersnow  #ThursdayThought  @ukrocks2013,1.0,1.0,1
13913,So who's had snow we've not yet 😞 #uksnow #wineoclock #womaninbiz,0.0,0.0,1
13914,So who's ready for this snow?! It'll end up being a mm of snow in the end which quickly turns to slush!,0.0,0.0,1
13915,So why can't we have some here? #Snow https://t.co/1tnNCVTdUp,0.0,0.0,1
13916,"So will be a good day out and around the county whenever there is a trip to use, wondering how to use this cold and clear sunny day coming.",0.0,0.0,1
13917,So will it be #Snowmageddon here in #London today?  #snow is forrcast but don't panic. #southernstrike will cancel trains anyway!,0.0,0.0,1
13918,"So, will it snow today?? ❄️ #snow",0.0,0.0,1
13919,@GlosLiveOnline So will the 3 councils cover the cost of flooded houses in outlining areas once much needed flood plain goes? Madness https://t.co/VmVAo8qKzc,1.0,1.0,1
13920,So @EssexWeather will we get the promised snow in #Billericay this evening or will it pass us by......⁉👀,0.0,0.0,1
13921,So withheavy overnight frost forecast no one thought to put down salt and grit? https://t.co/IpaOcUq5fj,0.0,0.0,1
13922,"So yeah I may flood you all with this session... #littlehenrylittle @ Whitburn, Sunderland,… https://t.co/Wx5INYQU1i",0.0,0.0,1
13923,"So yesterday, on a whim, I booked a flight to #Salzburg for the weekend. Forecast to be -22 when I arrive... that's cold! #excited ❄️🤗🇦🇹🏔☃️ https://t.co/Jl4GuWaRb3",0.0,0.0,1
13924,Soaked! Forgot what it was like to train in the Manchester rain. Love it!⚽️💦 https://t.co/W6Lw29U7Gl,1.0,1.0,1
13925,Soaked to the bone but morning walk complete #Drenched #SundayFunday #Walkies 🌧💧☔️#15000steps #6miles https://t.co/AT45TCBQPC,1.0,1.0,1
13926,Soaking up one of my favourite local views today 🙌 &amp; some vitamin D! 👌☀ Amazingly warm &amp; sunny… https://t.co/j22wnD7Uap,0.0,0.0,1
13927,Soaking up the sun at Wrest Park this morning @EnglishHeritage https://t.co/3IHerBECfu,0.0,0.0,1
13928,Social Tennis in the sunshine ☀️@Westside_LTC https://t.co/iuWnfZCxhZ,0.0,0.0,1
13929,Sod all snow in Sunderland so far. #SnowWatch #Sunderland #SodAll,0.0,0.0,1
13930,Sod the snow it's #bonanzasolutions day! 🤓,1.0,1.0,1
13931,Sod the snow.... thunderstorm ⛈ 🙃,0.0,1.0,1
13932,@MarketRasenRace: Soft. Forecast: Cloudy and dry. On the AW at  @LingfieldPark it's: Standard. @kemptonparkrace: Standard to Slow.,0.0,0.0,1
13933,"@FontwellPark: Soft. Forecast: Overcast, damp, mild day. Waiting for update from @NaasRacecourse.",0.0,0.0,1
13934,"@OfficialSwifts Soft but 80%-90% ok at the moment,  just not liking the forecast over night. https://t.co/ZzENUjGFZm",0.0,0.0,1
13935,"@Chepstow_Racing: Soft, heavy in places. Forecast: Frosty start, dry with sunny spells.",0.0,0.0,1
13936,"@ExeterRaces: Soft (1mm of rain overnight). Forecast: Morning showers, but mostly dry afternoon.",0.0,0.0,1
13937,@plumptonraces: Soft (6mm of rain yesterday). Forecast: Chance of a light morning shower.,1.0,1.0,1
13938,@BCollier2012 Soft snow or hard snow or red white and blue snow? Last weatherman had to resign as he couldn't deliver the weather she wanted,0.0,0.0,1
13939,Soggy but still smiling as Iain and some of the #PortburyWharf volunteers brave the cold rain (but not snow) on a session at the reserve. https://t.co/WgkVFL7cGU,0.0,0.0,1
13940,"Soho in the sun, a little earlier today. #London #architecture #sunlight #winter @ Shaftesbury… https://t.co/yB1IWWHLXV",0.0,0.0,1
13941,Soil and ☀️ perfect Sunday @ Thurgarton https://t.co/ufgN2Pvnlg,0.0,0.0,1
13942,"Solaris 12 killed off, about time Oracle finally admitted it.. poor SUN... https://t.co/q82PDXsqKS",0.0,0.0,1
13943,Sold this picture to the sun! Says it all https://t.co/vzqhsbogNt,0.0,0.0,1
13944,"5 Soldiers, Trapped After Snow Tracks Caved In Near Kupwara, Rescued https://t.co/uJeP7kAHD0 via @ndtv",0.0,0.0,1
13945,Some Snow Dog sculptures at break time today! What do you think? 😃Maybe we need more snow....? 🌨❄️🌨 https://t.co/bHi1v6HX7h,0.0,0.0,1
13946,Some amazing late day sun breaking through on Higher shelf stones yesterday. #snow #jackbadger… https://t.co/fLM53nPuXQ,1.0,0.0,1
13947,"Some amount of snow outside today in Greencastle, Co. Tyrone. https://t.co/pyWa8P3z3v",0.0,0.0,1
13948,Some blizzard that 😳,0.0,0.0,1
13949,Some continuing good looking snow scenes out and around this week as one off day where can see these and hope more to come up in due course. https://t.co/Ns32ZcGRC5,1.0,0.0,1
13950,"Some crazy flare going on. #NQ #NorthernQuarter #Manchester #Sun #Flare @ Manchester, United… https://t.co/zvxVzNAihU",0.0,0.0,1
13951,Some days it's not so fun riding a bike! @HondaUKBikes @DobleHonda #nutter #snow https://t.co/YfjvsdULEY,1.0,0.0,1
13952,Some dramatic clouds on the drive back from North Devon today.  Both sunny and stormy.  Plus a (rather faint) rainbow. https://t.co/nDrOObgnfQ,0.0,0.0,1
13953,"Some drier days out in Manchester even though the forecast was for wet ones around the northwest, time to do window photos as going along. https://t.co/dqog4s8R7i",1.0,1.0,1
13954,Some from a walk in the snow the other day  #Scotland #mountains #walking @scotlandonfilm @VisitScotland @TrueHighlands @lomondtrossachs https://t.co/N5aFCliIrD,1.0,0.0,1
13955,Some good skies out to match the snow photos this time round though have to be careful where to get these photo positions this trip out here https://t.co/8tSKvaNzEV,0.0,0.0,1
13956,Some good views over towards the Hadfield direction as well and some good views to be seen when snow still on the ground for this visit too. https://t.co/MVpuiDrttu,0.0,0.0,1
13957,"Some great looking views around the hills and dales in Derbyshire and going over on the rail trips this morning, good to get some snow views https://t.co/s4CW6cRjJ7",0.0,0.0,1
13958,Some great ski &amp; snow sport content coming over next two weeks as we publish our #AlpsMontBlanc posts #travel #familytravel,0.0,0.0,1
13959,"Some more 'snow' in London #snow #uksnow #boomerang #weather #london #winter @ London, United… https://t.co/ebgiiovIOa",1.0,1.0,1
13960,Some nice skies over Peterhead this evening as the sun sets for another day! #Aberdeenshire #Scotland #StormHour https://t.co/gOtz0SyFeA,0.0,0.0,1
13961,Some of the action from todays league win v London Thunder at @cardiffmet @ArchersBasket Arena #ArchersFamily @Wales_WB @dsw_news https://t.co/Um6lZFTMJG,0.0,0.0,1
13962,Some of the best reads #rain #rainy #enroute #travel #read #books #trains #reflect #life… https://t.co/djNAvqOBiU,1.0,1.0,1
13963,Some of the nursery children have been enjoying learning about snowy weather and reading our book of the moment: 'Lost in the Snow'. https://t.co/gie74NOQko,0.0,0.0,1
13964,Some of these new reports of the #snow are so lols. There is barely an inch of snow &amp; people are driving at 2mph. This is summer in Sweden.,0.0,0.0,1
13965,Some of these spots had snow last week now in Altrincham there is back to normal weather for a little while this time going into downtown. https://t.co/VfigLC9qpV,0.0,1.0,1
13966,Some of this rain across SE England is very heavy currently. #rain #ukweather 💦☔️ https://t.co/DgATxMVRtB,1.0,0.0,1
13967,@micky_norcross Some of us have to wait for the rain!,0.0,0.0,1
13968,"Some people create their own storms, then get upset when it rains ☔️⛈",0.0,0.0,1
13969,"""Some people feel the rain, others just get wet""",0.0,0.0,1
13970,"Some people might be inspired by @SamRussellComic running in the rain to do the same. I, on the other hand, blew a 🍇at the gym as I passed.",0.0,0.0,1
13971,"Some people walk in the rain, others just get wet. ☔️#fromlondonwithlove @ Oxford Street -… https://t.co/g6zG2Xs1jx",1.0,1.0,1
13972,Some sensible advice when walking in the snow... just walk normally &amp; don't do silly stupid shuffle walks as it's these that cause accidents,0.0,0.0,1
13973,Some serious looking clouds..... at least we didn't get any rain!!! ☔️☔️@worplesdongolf https://t.co/cgGC6qgxLS,0.0,0.0,1
13974,Some showers moving in #Cumbria now. Temperature in #Brampton is 2.4c so a chance they may fall as snow with height. Sleet here at the mo https://t.co/GXzEJ55M0C,0.0,1.0,1
13975,Some skyline tonight #BlueSky #FullMoon #NoFilter #Snow #Ice #Winter #Carrickfergus… https://t.co/gha5AFfvoS,0.0,0.0,1
13976,"Some sleet and wet snow over higher parts of wales, northern England currently. This will move southwards through today. #uksnow ❄️ https://t.co/KkH4KT554k",0.0,0.0,1
13977,Some snow on the way over to Glossop this morning as seen to not get this in the city centre or are too late for this view in Manchester now https://t.co/CZf2XBWRVT,0.0,0.0,1
13978,Some snow outside❄️,1.0,0.0,1
13979,Some snow starting to fall in Crowthorne #uksnow https://t.co/ClPxZdLlFS,1.0,1.0,1
13980,Some snow storm we had 🙄 pathetic English weather 😂,0.0,0.0,1
13981,"Some sun please, pretty please",0.0,1.0,1
13982,Some town centre views though no real amount of panoramas this time round however good individual shots of places still having snow showers. https://t.co/QxkhIbovno,0.0,0.0,1
13983,Some white on white texture today - start of a big square painting. No snow to speak of here but… https://t.co/7oNcKrAU6W,0.0,0.0,1
13984,"Some wintry showers are moving across Kent again this morning. A mixture of freezing rain, sleet and rain in there. #WintryMix #uksnow ❄️💦 https://t.co/4O6I2b5Cer",0.0,0.0,1
13985,"Somebody's shaken the snow globe in London today❄ @ London, United Kingdom https://t.co/yYp3vy3Lmf",1.0,1.0,1
13986,Someone did worse than me. All in the planning #snow #bikers @ M25 Reigate Hill https://t.co/0anZaVgGnD,1.0,0.0,1
13987,Someone enjoyed his walk in the snow https://t.co/VrAmsNuECc,0.0,0.0,1
13988,Someone found a sprinkling of #snow when she came out of nursery this evening #footprints… https://t.co/HAj1oopTJt,1.0,0.0,1
13989,Someone is enjoying the sun ☀️ https://t.co/bYmkU8KCFm,0.0,0.0,1
13990,Someone is happy to enjoy a lazy snow day while I'm busy writing about him 🐶#cockerspaniel #amwriting #memoir #dogsandwellbeing https://t.co/Z8sWG6wuIC,0.0,0.0,1
13991,Someone loved the snow ❄️ this morning #winter #snow @ Barwell https://t.co/aqjCeidzrq,1.0,0.0,1
13992,"Someone loves the snow. #rescuedog #neo @dogstrust @ Waterfoot, East… https://t.co/Ey2QAIHum1",0.0,0.0,1
13993,Someone mentioned #Snow in the #weather forecast and there's been a run on bread and lard at the local supermarket. https://t.co/PK4TNPQ9we,0.0,0.0,1
13994,"Someone mentions #snow and I dread the drive home.... not the conditions, just those who forget how to drive! #SnowHypnosis",1.0,1.0,1
13995,@doyle808 @SkyHelpTeam Someone needs to turn on those flood lights!,0.0,0.0,1
13996,@bbcweather Someone should tell your weather lady that Andy Murray's court has a roof so won't be affected by Melbourne's rain.,0.0,0.0,1
13997,Someone standing up for what is right! Commendable! Don't hail your breath though..@TheClumpany @Pmacgiollabhain https://t.co/adumlY9Fon,0.0,0.0,1
13998,Someone wants to come in out of the rain :) #fozzie #wildlife https://t.co/FjZmRzPdPr,1.0,1.0,1
13999,Someone's deffo been wearing tingle cream on this sun bed before me 😣,0.0,0.0,1
14000,Someone's enjoying the snow... ❄️ https://t.co/HCoMj4ZuWF,0.0,0.0,1
